H_Team,A_Team,Home_Score,Away_Score,Score,Matchweek,date,competition,season,H_Team_MQS,A_Team_MQS,MQS
Atlético Madrid,Porto,0,0,0 - 0,UEFA Champions League (Group stage),2021-09-15,UEFA Champions League,2021-2022,28.473413379073758,23.090117429740072,25.781765404406915
Ajax,Beşiktaş,2,0,2 - 0,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,78.67132867132867,38.99590975062673,58.8336192109777
Shakhtar Donetsk,Internazionale,0,0,0 - 0,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,42.75630030347011,35.571975194616705,39.164137749043405
Porto,Liverpool,1,5,1 - 5,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,43.105950653120466,84.62198179179312,63.863966222456796
Dortmund,Sporting CP,1,0,1 - 0,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,38.32959493336852,38.877160575273784,38.60337775432115
RB Leipzig,Club Brugge,1,2,1 - 2,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,58.86000791661169,56.81488322997757,57.83744557329463
Real Madrid,Sheriff Tiraspol,1,2,1 - 2,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,74.47552447552448,46.2923868584246,60.38395566697454
Paris Saint-Germain,Manchester City,2,0,2 - 0,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,45.79100145137881,77.02863174561287,61.40981659849584
Milan,Atlético Madrid,1,2,1 - 2,UEFA Champions League (Group stage),2021-09-28,UEFA Champions League,2021-2022,47.36112943660113,66.86898007652725,57.11505475656419
Atalanta,Young Boys,1,0,1 - 0,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,78.05779126533844,34.24594273650877,56.1518670009236
Zenit,Malmö,4,0,4 - 0,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,68.75577252935743,32.51088534107402,50.63332893521573
Benfica,Barcelona,3,0,3 - 0,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,58.51035756696134,47.78994590315345,53.15015173505739
Manchester United,Villarreal,2,1,2 - 1,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,63.67594669481462,64.92941021242908,64.30267845362185
Bayern Munich,Dynamo Kyiv,5,0,5 - 0,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,74.93072964771078,27.00224303997889,50.966486343844835
Red Bull Salzburg,Lille,2,1,2 - 1,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,48.40348330914369,52.50692703522892,50.455205172186304
Juventus,Chelsea,1,0,1 - 0,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,34.377886264678715,55.686766064124555,45.03232616440164
Wolfsburg,Sevilla,1,1,1 - 1,UEFA Champions League (Group stage),2021-09-29,UEFA Champions League,2021-2022,36.71328671328671,37.241060825966485,36.9771737696266
Club Brugge,Manchester City,1,5,1 - 5,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,43.22469982847342,79.3244491357699,61.27457448212166
Beşiktaş,Sporting CP,1,4,1 - 4,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,63.13497822931785,76.99564586357039,70.06531204644412
Porto,Milan,1,0,1 - 0,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,64.69191186172318,35.103575669613406,49.897743765668295
Internazionale,Sheriff Tiraspol,3,1,3 - 1,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,78.08417997097243,43.42921229713683,60.75669613405463
Paris Saint-Germain,RB Leipzig,3,2,3 - 2,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,54.63121783876501,75.30676870299511,64.96899327088006
Ajax,Dortmund,4,0,4 - 0,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,77.05502045124686,55.97704182609843,66.51603113867264
Atlético Madrid,Liverpool,2,3,2 - 3,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,53.74719620002639,56.17495711835335,54.96107665918987
Shakhtar Donetsk,Real Madrid,0,5,0 - 5,UEFA Champions League (Group stage),2021-10-19,UEFA Champions League,2021-2022,45.83058450982979,77.95223644280249,61.89141047631614
Barcelona,Dynamo Kyiv,1,0,1 - 0,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,62.44887188283415,30.967146061485685,46.70800897215992
Red Bull Salzburg,Wolfsburg,3,1,3 - 1,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,65.70787702863174,44.6562871091173,55.18208206887452
Manchester United,Atalanta,3,2,3 - 2,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,72.45019131811584,56.86766064124554,64.65892597968069
Benfica,Bayern Munich,0,4,0 - 4,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,35.110172846021904,67.03390948673967,51.072041166380785
Chelsea,Malmö,4,0,4 - 0,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,68.88111888111888,10.120068610634648,39.50059374587676
Young Boys,Villarreal,1,4,1 - 4,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,75.65641905264548,60.53569072436997,68.09605488850772
Lille,Sevilla,0,0,0 - 0,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,28.519593613933235,47.75696002111096,38.1382768175221
Zenit,Juventus,0,1,0 - 1,UEFA Champions League (Group stage),2021-10-20,UEFA Champions League,2021-2022,36.11954083652197,55.284338303206226,45.701939569864095
Wolfsburg,Red Bull Salzburg,2,1,2 - 1,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,59.85618155429476,70.82728592162555,65.34173373796015
Malmö,Chelsea,0,1,0 - 1,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,28.18973479350838,68.88771605752738,48.53872542551788
Villarreal,Young Boys,2,0,2 - 0,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,63.12178387650086,46.219817917931124,54.67080089721599
Bayern Munich,Benfica,5,2,5 - 2,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,84.35149755904473,41.77332101860404,63.062409288824384
Juventus,Zenit,4,2,4 - 2,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,75.16163082200818,43.09935347671197,59.13049214936007
Atalanta,Manchester United,2,2,2 - 2,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,55.37669877292519,63.81448739939306,59.59559308615913
Sevilla,Lille,1,2,1 - 2,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,49.12917271407837,54.59823195672252,51.86370233540045
Dynamo Kyiv,Barcelona,0,1,0 - 1,UEFA Champions League (Group stage),2021-11-02,UEFA Champions League,2021-2022,42.941021242908036,51.985750098957645,47.46338567093284
Milan,Porto,1,1,1 - 1,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,36.079957778070984,55.53503100672912,45.80749439240005
Real Madrid,Shakhtar Donetsk,2,1,2 - 1,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,70.26652592690328,63.220741522628316,66.7436337247658
Liverpool,Atlético Madrid,2,0,2 - 0,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,76.55363504420109,29.39701807626336,52.975326560232226
Sporting CP,Beşiktaş,4,0,4 - 0,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,66.53252407969389,52.876368914104766,59.70444649689932
Manchester City,Club Brugge,4,1,4 - 1,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,80.30742842063597,45.36218498482649,62.83480670273123
Dortmund,Ajax,1,3,1 - 3,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,54.46628842855258,72.27866473149491,63.37247658002374
RB Leipzig,Paris Saint-Germain,2,2,2 - 2,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,62.04644412191582,51.76804327747724,56.90724369969653
Sheriff Tiraspol,Internazionale,1,3,1 - 3,UEFA Champions League (Group stage),2021-11-03,UEFA Champions League,2021-2022,25.46510093679905,64.93600738883758,45.200554162818314
Villarreal,Manchester United,0,2,0 - 2,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,38.8375775168228,47.09724238026125,42.96740994854203
Dynamo Kyiv,Bayern Munich,1,2,1 - 2,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,56.82807758279456,63.46483704974271,60.14645731626864
Chelsea,Juventus,4,0,4 - 0,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,69.5540308747856,38.15147117033909,53.852751022562344
Malmö,Zenit,1,1,1 - 1,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,21.104367330782427,38.91014645731627,30.00725689404935
Sevilla,Wolfsburg,2,0,2 - 0,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,71.51998944451775,35.05079825834543,53.28539385143159
Lille,Red Bull Salzburg,1,0,1 - 0,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,44.32642828869244,46.20662356511413,45.266525926903284
Young Boys,Atalanta,3,3,3 - 3,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,53.00171526586621,59.01834015041562,56.01002770814091
Barcelona,Benfica,0,0,0 - 0,UEFA Champions League (Group stage),2021-11-23,UEFA Champions League,2021-2022,64.15094339622641,47.63161366934952,55.891278532787965
Internazionale,Shakhtar Donetsk,2,0,2 - 0,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,62.956854466288426,37.57751682279984,50.267185644544135
Liverpool,Porto,2,0,2 - 0,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,56.01002770814092,40.03166644676079,48.02084707745085
Sporting CP,Dortmund,3,1,3 - 1,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,53.7208074943924,72.80643884417469,63.26362316928355
Manchester City,Paris Saint-Germain,2,1,2 - 1,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,60.89853542683731,40.99485420240137,50.94669481461934
Beşiktaş,Ajax,1,2,1 - 2,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,56.17495711835334,75.31996305581211,65.74746008708273
Atlético Madrid,Milan,0,1,0 - 1,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,38.98931257421823,59.05132603245811,49.02031930333817
Club Brugge,RB Leipzig,0,5,0 - 5,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,52.091304921493595,76.7317588072305,64.41153186436205
Sheriff Tiraspol,Real Madrid,0,3,0 - 3,UEFA Champions League (Group stage),2021-11-24,UEFA Champions League,2021-2022,40.684786911202,70.73492545190658,55.70985618155429
RB Leipzig,Manchester City,2,1,2 - 1,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,47.85591766723842,49.24132471302283,48.548621190130625
Paris Saint-Germain,Club Brugge,4,1,4 - 1,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,75.14843646919118,61.24158860007917,68.19501253463517
Porto,Atlético Madrid,1,3,1 - 3,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,49.65034965034965,64.94260456524607,57.29647710779786
Ajax,Sporting CP,4,2,4 - 2,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,59.90895896556274,55.52843383032062,57.718696397941684
Real Madrid,Internazionale,2,0,2 - 0,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,53.83295949333685,45.1114922813036,49.47222588732022
Dortmund,Beşiktaş,5,0,5 - 0,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,74.85816070721731,29.93798654176013,52.39807362448872
Milan,Liverpool,1,2,1 - 2,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,50.488191054228786,66.18947090645203,58.338830980340404
Shakhtar Donetsk,Sheriff Tiraspol,1,1,1 - 1,UEFA Champions League (Group stage),2021-12-07,UEFA Champions League,2021-2022,64.83045256630163,52.07151339226811,58.45098297928487
Juventus,Malmö,1,0,1 - 0,UEFA Champions League (Group stage),2021-12-08,UEFA Champions League,2021-2022,73.11650613537405,33.243171922417204,53.17983902889563
Manchester United,Young Boys,1,1,1 - 1,UEFA Champions League (Group stage),2021-12-08,UEFA Champions League,2021-2022,56.33988652856577,51.81422351233672,54.07705502045124
Benfica,Dynamo Kyiv,2,0,2 - 0,UEFA Champions League (Group stage),2021-12-08,UEFA Champions League,2021-2022,54.86211901306241,45.04552051721863,49.95381976514052
Zenit,Chelsea,3,3,3 - 3,UEFA Champions League (Group stage),2021-12-08,UEFA Champions League,2021-2022,64.79086950785064,67.39015701279853,66.09051326032458
Red Bull Salzburg,Sevilla,1,0,1 - 0,UEFA Champions League (Group stage),2021-12-08,UEFA Champions League,2021-2022,39.075075867528696,44.478163346087875,41.77661960680828
Bayern Munich,Barcelona,3,0,3 - 0,UEFA Champions League (Group stage),2021-12-08,UEFA Champions League,2021-2022,75.21440823327616,41.865681488323,58.54004486079958
Wolfsburg,Lille,1,3,1 - 3,UEFA Champions League (Group stage),2021-12-08,UEFA Champions League,2021-2022,45.40176804327748,55.70655759335004,50.554162818313756
Atalanta,Villarreal,2,3,2 - 3,UEFA Champions League (Group stage),2021-12-09,UEFA Champions League,2021-2022,71.07138144873994,65.60232220609579,68.33685182741786
Sporting CP,Manchester City,0,5,0 - 5,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Sporting CP 0:5 Manchester CityManchester City won on aggregate score over two legs(Leg 2: Manchester City 0:0 Sporting CP)",2022-02-15,UEFA Champions League,2021-2022,18.10924924132471,67.58807230505344,42.84866077318908
Paris Saint-Germain,Real Madrid,1,0,1 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Paris S-G 2:3 Real MadridReal Madrid won on aggregate score over two legs(Leg 2: Real Madrid 3:1 Paris S-G)",2022-02-15,UEFA Champions League,2021-2022,66.5127325504684,34.72753661432907,50.620134582398734
Internazionale,Liverpool,0,2,0 - 2,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Inter 1:2 LiverpoolLiverpool won on aggregate score over two legs(Leg 2: Liverpool 0:1 Inter)",2022-02-16,UEFA Champions League,2021-2022,48.548621190130625,52.51352421163742,50.531072700884025
Red Bull Salzburg,Bayern Munich,1,1,1 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: RB Salzburg 2:8 Bayern MunichBayern Munich won on aggregate score over two legs(Leg 2: Bayern Munich 7:1 RB Salzburg)",2022-02-16,UEFA Champions League,2021-2022,58.20688745217047,82.76817522100541,70.48753133658794
Chelsea,Lille,2,0,2 - 0,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Chelsea 4:1 LilleChelsea won on aggregate score over two legs(Leg 2: Lille 1:2 Chelsea)",2022-02-22,UEFA Champions League,2021-2022,68.20820688745218,50.2243039978889,59.216255442670544
Villarreal,Juventus,1,1,1 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Villarreal 4:1 JuventusVillarreal won on aggregate score over two legs(Leg 2: Juventus 0:3 Villarreal)",2022-02-22,UEFA Champions League,2021-2022,53.62844702467344,35.32128249109381,44.47486475788362
Benfica,Ajax,2,2,2 - 2,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Benfica 3:2 AjaxBenfica won on aggregate score over two legs(Leg 2: Ajax 0:1 Benfica)",2022-02-23,UEFA Champions League,2021-2022,43.00039583058451,58.319039451114925,50.65971764084972
Atlético Madrid,Manchester United,1,1,1 - 1,"UEFA Champions League (Round of 16), Leg 1 of 2Aggregate: Atlético Madrid 2:1 Manchester UtdAtlético Madrid won on aggregate score over two legs(Leg 2: Manchester Utd 0:1 Atlético Madrid)",2022-02-23,UEFA Champions League,2021-2022,41.46325372740467,33.909486739675415,37.686370233540046
Liverpool,Internazionale,0,1,0 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Liverpool 2:1 InterLiverpool won on aggregate score over two legs(Leg 1: Inter 0:2 Liverpool)",2022-03-08,UEFA Champions League,2021-2022,50.778466816202666,32.95949333685183,41.86898007652725
Bayern Munich,Red Bull Salzburg,7,1,7 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Bayern Munich 8:2 RB SalzburgBayern Munich won on aggregate score over two legs(Leg 1: RB Salzburg 1:1 Bayern Munich)",2022-03-08,UEFA Champions League,2021-2022,74.31059506531204,39.58305845098298,56.94682675814751
Manchester City,Sporting CP,0,0,0 - 0,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester City 5:0 Sporting CPManchester City won on aggregate score over two legs(Leg 1: Sporting CP 0:5 Manchester City)",2022-03-09,UEFA Champions League,2021-2022,59.57250296872938,33.144214276289745,46.35835862250956
Real Madrid,Paris Saint-Germain,3,1,3 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Real Madrid 3:2 Paris S-GReal Madrid won on aggregate score over two legs(Leg 1: Paris S-G 1:0 Real Madrid)",2022-03-09,UEFA Champions League,2021-2022,74.4095527114395,53.92531996305581,64.16743633724766
Manchester United,Atlético Madrid,0,1,0 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Manchester Utd 1:2 Atlético MadridAtlético Madrid won on aggregate score over two legs(Leg 1: Atlético Madrid 1:1 Manchester Utd)",2022-03-15,UEFA Champions League,2021-2022,54.40691384087611,34.39767779390421,44.402295817390154
Ajax,Benfica,0,1,0 - 1,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Ajax 2:3 BenficaBenfica won on aggregate score over two legs(Leg 1: Benfica 2:2 Ajax)",2022-03-15,UEFA Champions League,2021-2022,62.60720411663808,28.981395962528037,45.79430003958306
Lille,Chelsea,1,2,1 - 2,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Lille 1:4 ChelseaChelsea won on aggregate score over two legs(Leg 1: Chelsea 2:0 Lille)",2022-03-16,UEFA Champions League,2021-2022,34.61538461538461,38.910146457316266,36.76276553635044
Juventus,Villarreal,0,3,0 - 3,"UEFA Champions League (Round of 16), Leg 2 of 2Aggregate: Juventus 1:4 VillarrealVillarreal won on aggregate score over two legs(Leg 1: Villarreal 1:1 Juventus)",2022-03-16,UEFA Champions League,2021-2022,60.86554954479483,38.53410740203193,49.699828473413376
Benfica,Liverpool,1,3,1 - 3,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Benfica 4:6 LiverpoolLiverpool won on aggregate score over two legs(Leg 2: Liverpool 3:3 Benfica)",2022-04-05,UEFA Champions League,2021-2022,55.51523947750363,82.29317851959361,68.90420899854863
Manchester City,Atlético Madrid,1,0,1 - 0,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Manchester City 1:0 Atlético MadridManchester City won on aggregate score over two legs(Leg 2: Atlético Madrid 0:0 Manchester City)",2022-04-05,UEFA Champions League,2021-2022,58.07494392400053,19.996041694154904,39.03549280907772
Chelsea,Real Madrid,1,3,1 - 3,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Chelsea 4:5 Real MadridReal Madrid won on aggregate score over two legs, after extra time(Leg 2: Real Madrid 2:3 Chelsea)",2022-04-06,UEFA Champions League,2021-2022,58.99854862119013,52.62567621058187,55.812112415886006
Villarreal,Bayern Munich,1,0,1 - 0,"UEFA Champions League (Quarter-finals), Leg 1 of 2Aggregate: Villarreal 2:1 Bayern MunichVillarreal won on aggregate score over two legs(Leg 2: Bayern Munich 1:1 Villarreal)",2022-04-06,UEFA Champions League,2021-2022,47.011479086950786,79.7598627787307,63.385670932840746
Bayern Munich,Villarreal,1,1,1 - 1,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Bayern Munich 1:2 VillarrealVillarreal won on aggregate score over two legs(Leg 1: Villarreal 1:0 Bayern Munich)",2022-04-12,UEFA Champions League,2021-2022,66.18947090645204,36.0469718960285,51.11822140124028
Real Madrid,Chelsea,2,3,2 - 3,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Real Madrid 5:4 ChelseaReal Madrid won on aggregate score over two legs, after extra time(Leg 1: Chelsea 1:3 Real Madrid)",2022-04-12,UEFA Champions League,2021-2022,67.40335136561552,83.86990368122443,75.63662752341997
Liverpool,Benfica,3,3,3 - 3,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Liverpool 6:4 BenficaLiverpool won on aggregate score over two legs(Leg 1: Benfica 1:3 Liverpool)",2022-04-13,UEFA Champions League,2021-2022,72.46998284734134,51.26665787043145,61.86832035888639
Atlético Madrid,Manchester City,0,0,0 - 0,"UEFA Champions League (Quarter-finals), Leg 2 of 2Aggregate: Atlético Madrid 0:1 Manchester CityManchester City won on aggregate score over two legs(Leg 1: Manchester City 1:0 Atlético Madrid)",2022-04-13,UEFA Champions League,2021-2022,45.520517218630424,50.19131811584642,47.85591766723842
Manchester City,Real Madrid,4,3,4 - 3,"UEFA Champions League (Semi-finals), Leg 1 of 2Aggregate: Manchester City 5:6 Real MadridReal Madrid won on aggregate score over two legs, after extra time(Leg 2: Real Madrid 3:1 Manchester City)",2022-04-26,UEFA Champions League,2021-2022,77.05502045124686,46.53648238553899,61.795751418392925
Liverpool,Villarreal,2,0,2 - 0,"UEFA Champions League (Semi-finals), Leg 1 of 2Aggregate: Liverpool 5:2 VillarrealLiverpool won on aggregate score over two legs(Leg 2: Villarreal 2:3 Liverpool)",2022-04-27,UEFA Champions League,2021-2022,73.0307428420636,21.500197915292258,47.26547037867793
Villarreal,Liverpool,2,3,2 - 3,"UEFA Champions League (Semi-finals), Leg 2 of 2Aggregate: Villarreal 2:5 LiverpoolLiverpool won on aggregate score over two legs(Leg 1: Liverpool 2:0 Villarreal)",2022-05-03,UEFA Champions League,2021-2022,36.62092624356775,60.32458107929806,48.472753661432904
Real Madrid,Manchester City,3,1,3 - 1,"UEFA Champions League (Semi-finals), Leg 2 of 2Aggregate: Real Madrid 6:5 Manchester CityReal Madrid won on aggregate score over two legs, after extra time(Leg 1: Manchester City 4:3 Real Madrid)",2022-05-04,UEFA Champions League,2021-2022,64.36865021770681,78.6053569072437,71.48700356247525
Liverpool,Real Madrid,0,1,0 - 1,UEFA Champions League (Final),2022-05-28,UEFA Champions League,2021-2022,76.21717904736772,46.35835862250957,61.287768834938646
Dinamo Zagreb,Chelsea,1,0,1 - 0,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,46.72780050138541,62.19817917931125,54.46298984034833
Dortmund,FC Copenhagen,3,0,3 - 0,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,71.46061485684127,34.29872014777675,52.87966750230901
Benfica,Maccabi Haifa,2,0,2 - 0,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,60.89853542683731,37.86119540836522,49.379865417601266
Celtic,Real Madrid,0,3,0 - 3,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,47.875709196463916,64.83045256630162,56.353080881382766
Paris Saint-Germain,Juventus,2,1,2 - 1,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,57.34925451906584,43.85143158728064,50.60034305317324
RB Leipzig,Shakhtar Donetsk,1,4,1 - 4,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,51.1742974007125,42.12956854466288,46.65193297268769
Sevilla,Manchester City,0,4,0 - 4,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,25.821348462857898,74.44253859348198,50.13194352816994
Red Bull Salzburg,Milan,1,1,1 - 1,UEFA Champions League (Group stage),2022-09-06,UEFA Champions League,2022-2023,53.99788890354928,56.53780182082069,55.267845362184985
Ajax,Rangers,4,0,4 - 0,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,70.84707745085103,19.14500593745877,44.9960416941549
Eintracht Frankfurt,Sporting CP,0,3,0 - 3,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,48.16598495843779,53.82636231692835,50.99617363768307
Tottenham Hotspur,Marseille,2,0,2 - 0,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,59.09090909090909,35.85565378018208,47.47328143554559
Napoli,Liverpool,4,1,4 - 1,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,70.87346615648502,45.203852751022566,58.038659453753795
Atlético Madrid,Porto,2,1,2 - 1,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,49.3006993006993,44.4187887584114,46.85974402955535
Club Brugge,Bayer Leverkusen,1,0,1 - 0,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,33.79733474073097,54.4267053701016,44.11202005541628
Internazionale,Bayern Munich,0,2,0 - 2,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,40.14381844570524,82.16783216783217,61.155825306768705
Barcelona,Viktoria Plzeň,5,1,5 - 1,UEFA Champions League (Group stage),2022-09-07,UEFA Champions League,2022-2023,82.3327615780446,38.15806834674759,60.2454149623961
Sporting CP,Tottenham Hotspur,2,0,2 - 0,UEFA Champions League (Group stage),2022-09-13,UEFA Champions League,2022-2023,54.56524607468003,49.419448476052246,51.99234727536614
Viktoria Plzeň,Internazionale,0,2,0 - 2,UEFA Champions League (Group stage),2022-09-13,UEFA Champions League,2022-2023,31.831376170998812,59.579100145137886,45.70523815806835
Liverpool,Ajax,2,1,2 - 1,UEFA Champions League (Group stage),2022-09-13,UEFA Champions League,2022-2023,71.65193297268769,40.12402691647975,55.88797994458372
Porto,Club Brugge,0,4,0 - 4,UEFA Champions League (Group stage),2022-09-13,UEFA Champions League,2022-2023,52.988520913049214,65.5627391476448,59.27563003034701
Marseille,Eintracht Frankfurt,0,1,0 - 1,UEFA Champions League (Group stage),2022-09-13,UEFA Champions League,2022-2023,60.595065312046444,51.49755904472886,56.04631217838765
Bayern Munich,Barcelona,2,0,2 - 0,UEFA Champions League (Group stage),2022-09-13,UEFA Champions League,2022-2023,71.1703390948674,62.73255046839952,66.95144478163346
Bayer Leverkusen,Atlético Madrid,2,0,2 - 0,UEFA Champions League (Group stage),2022-09-13,UEFA Champions League,2022-2023,59.922153318379735,43.93719488059111,51.929674099485425
Milan,Dinamo Zagreb,3,1,3 - 1,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,65.83982055680168,34.734133790737566,50.28697717376963
Shakhtar Donetsk,Celtic,1,1,1 - 1,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,39.03549280907772,66.44016360997493,52.73782820952633
Manchester City,Dortmund,2,1,2 - 1,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,56.87425781765405,41.04763161366935,48.9609447156617
Chelsea,Red Bull Salzburg,1,1,1 - 1,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,63.58358622509566,33.843514975590445,48.713550600343055
Rangers,Napoli,0,3,0 - 3,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,41.83269560628051,71.90922285261908,56.870959229449795
Real Madrid,RB Leipzig,2,0,2 - 0,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,54.33434490038264,33.09803404143027,43.71618947090646
FC Copenhagen,Sevilla,0,0,0 - 0,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,38.56049610766592,31.76540440691384,35.16295025728988
Juventus,Benfica,1,2,1 - 2,UEFA Champions League (Group stage),2022-09-14,UEFA Champions League,2022-2023,48.548621190130625,73.12310331178256,60.835862250956595
