League,Match_Date,Matchweek,Team,Home_Away,Home_Team,Away_Team,Home_Score,Away_Score,Home_Formation,Away_Formation,season,Formation,npxG_Expected,SoT,xAG_Expected,SCA_SCA,GCA_SCA,PrgP_Passes,PrgC_Carries,Succ_Take_Ons,Tkl,Int,Blocks,team_Shots_MQS,team_DA_MQS,team_Poss_MQS,team_Def_MQS,team_MQS
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Liverpool,Home,Liverpool,Atlético Madrid,2,0,4-3-3,3-4-3,2021-2022,4-3-3,96.87953555878084,79.10014513788099,98.76632801161102,81.42235123367199,67.12626995645864,97.75036284470247,86.5021770682148,94.04934687953556,78.73730043541364,61.03047895500726,0.7256894049346879,87.98984034833092,82.43831640058055,92.12626995645863,58.63570391872279,76.55363504420109
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Atlético Madrid,Away,Liverpool,Atlético Madrid,2,0,4-3-3,3-4-3,2021-2022,3-4-3,4.571843251088534,3.483309143686502,3.7735849056603774,3.7010159651669086,28.88243831640058,5.370101596516691,22.35123367198839,72.42380261248186,73.22206095791002,41.07402031930334,64.51378809869375,4.027576197387518,12.119013062409289,13.86066763425254,62.808417997097244,29.39701807626336
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Sporting CP,Home,Sporting CP,Beşiktaş,4,0,3-4-3,4-3-3,2021-2022,3-4-3,77.06821480406386,79.10014513788099,75.76197387518143,74.31059506531204,97.31494920174165,53.77358490566038,38.38896952104499,29.172714078374458,86.13933236574745,41.07402031930334,79.75326560232222,78.08417997097243,82.46250604741171,46.081277213352685,59.034833091436866,66.53252407969389
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Beşiktaş,Away,Sporting CP,Beşiktaş,4,0,3-4-3,4-3-3,2021-2022,4-3-3,51.088534107402026,54.862119013062404,44.55732946298984,46.516690856313495,28.88243831640058,22.85921625544267,43.83164005805516,91.36429608127722,51.37880986937591,91.00145137880988,55.29753265602322,52.97532656023222,39.9854862119013,33.345428156748916,72.26052249637155,52.876368914104766
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Manchester City,Home,Manchester City,Club Brugge,4,1,4-3-3,5-3-2,2021-2022,4-3-3,99.85486211901306,92.3076923076923,99.85486211901306,92.59796806966618,95.50072568940493,98.76632801161102,88.53410740203192,78.51959361393324,21.988388969521043,87.30043541364296,28.156748911465897,96.08127721335268,95.98451862602806,93.65021770682148,53.99129172714078,80.30742842063597
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Club Brugge,Away,Manchester City,Club Brugge,4,1,4-3-3,5-3-2,2021-2022,5-3-2,30.696661828737298,41.146589259796805,37.953555878084174,12.772133526850507,28.88243831640058,30.333817126269956,9.724238026124818,48.76632801161103,73.22206095791002,91.00145137880988,94.48476052249637,35.92162554426705,26.53604257377842,20.029027576197386,76.86865021770683,45.36218498482649
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Dortmund,Home,Dortmund,Ajax,1,3,4-3-3,4-2-3-1,2021-2022,4-3-3,40.711175616835995,41.146589259796805,44.55732946298984,55.22496371552975,60.087082728592165,5.370101596516691,65.74746008708273,56.966618287373,83.01886792452831,91.00145137880988,55.29753265602322,40.9288824383164,53.28979196903725,35.55878084179971,71.57111756168361,54.46628842855258
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Ajax,Away,Dortmund,Ajax,1,3,4-3-3,4-2-3-1,2021-2022,4-2-3-1,79.82583454281567,68.86792452830188,70.89985486211901,71.55297532656023,93.03338171262699,97.02467343976778,88.53410740203192,39.477503628447025,51.37880986937591,61.03047895500726,73.43976777939042,74.34687953555877,78.49540396710208,92.77939042089986,56.33164005805516,72.27866473149491
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),RB Leipzig,Home,RB Leipzig,Paris Saint-Germain,2,2,3-4-3,4-3-3,2021-2022,3-4-3,72.13352685050798,41.146589259796805,78.15674891146588,74.31059506531204,81.27721335268505,87.37300435413643,56.16835994194484,39.477503628447025,66.98113207547169,41.07402031930334,44.412191582002905,56.640058055152394,77.91485244315433,71.77068214804063,47.98621190130624,62.04644412191582
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Paris Saint-Germain,Away,RB Leipzig,Paris Saint-Germain,2,2,3-4-3,4-3-3,2021-2022,4-3-3,84.1799709724238,54.862119013062404,92.16255442670537,25.036284470246734,81.27721335268505,13.062409288824384,2.7576197387518144,72.42380261248186,66.98113207547169,21.407837445573293,55.29753265602322,69.5210449927431,66.15868408321239,7.910014513788099,54.02757619738752,51.76804327747724
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Sheriff Tiraspol,Home,Sheriff Tiraspol,Internazionale,1,3,4-2-3-1,3-5-2,2021-2022,4-2-3-1,6.966618287373004,25.907111756168362,8.055152394775037,8.055152394775037,60.087082728592165,2.0319303338171264,9.724238026124818,13.062409288824384,51.37880986937591,21.407837445573293,73.43976777939042,16.436865021770682,25.39912917271408,5.878084179970972,39.822206095791,25.46510093679905
UEFA Champions League,2021-11-03,UEFA Champions League (Group stage),Internazionale,Away,Sheriff Tiraspol,Internazionale,1,3,4-2-3-1,3-5-2,2021-2022,3-5-2,94.70246734397678,92.3076923076923,80.62409288824384,92.59796806966618,86.13933236574745,91.65457184325109,33.236574746008706,48.76632801161103,73.22206095791002,13.715529753265601,7.329462989840348,93.50507982583454,86.45379777455248,62.445573294629895,35.75834542815675,64.93600738883758
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Villarreal,Home,Villarreal,Manchester United,0,2,4-4-2,4-2-3-1,2021-2022,4-4-2,20.174165457184326,41.146589259796805,19.3033381712627,55.22496371552975,28.88243831640058,49.34687953555878,28.156748911465897,48.76632801161103,66.98113207547169,41.07402031930334,28.156748911465897,30.660377358490564,34.470246734397676,38.75181422351234,46.24455732946299,38.8375775168228
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Manchester United,Away,Villarreal,Manchester United,0,2,4-4-2,4-2-3-1,2021-2022,4-2-3-1,51.088534107402026,79.10014513788099,24.74600870827286,28.519593613933235,60.087082728592165,32.65602322206096,38.38896952104499,56.966618287373,21.988388969521043,69.23076923076923,55.29753265602322,65.09433962264151,37.78422835026609,35.522496371552975,50.87082728592162,47.09724238026125
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Dynamo Kyiv,Home,Dynamo Kyiv,Bayern Munich,1,2,4-2-3-1,4-2-3-1,2021-2022,4-2-3-1,46.00870827285922,68.86792452830188,55.442670537010166,28.519593613933235,60.087082728592165,62.62699564586357,22.35123367198839,72.42380261248186,44.339622641509436,91.00145137880988,73.43976777939042,57.43831640058055,48.01644895984519,42.489114658925985,70.3011611030479,56.82807758279456
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Bayern Munich,Away,Dynamo Kyiv,Bayern Munich,1,2,4-2-3-1,4-2-3-1,2021-2022,4-2-3-1,40.711175616835995,68.86792452830188,30.76923076923077,34.034833091436866,67.12626995645864,94.55732946298984,73.9477503628447,78.51959361393324,66.98113207547169,87.30043541364296,55.29753265602322,54.78955007256894,43.976777939042094,84.25253991291727,72.02467343976778,63.46483704974271
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Chelsea,Home,Chelsea,Juventus,4,0,3-4-3,4-4-2,2021-2022,3-4-3,96.15384615384616,92.3076923076923,97.8955007256894,83.67198838896952,86.13933236574745,47.09724238026125,56.16835994194484,48.76632801161103,59.50653120464441,69.23076923076923,28.156748911465897,94.23076923076923,89.23560716013546,51.632801161103046,51.41509433962264,69.5540308747856
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Juventus,Away,Chelsea,Juventus,4,0,3-4-3,4-4-2,2021-2022,4-4-2,24.891146589259797,12.69956458635704,37.953555878084174,28.519593613933235,28.88243831640058,17.48911465892598,6.313497822931785,13.062409288824384,86.13933236574745,69.23076923076923,94.48476052249637,18.79535558780842,31.78519593613933,11.901306240928882,65.72931785195937,38.15147117033909
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Malmö,Home,Malmö,Zenit,1,1,5-4-1,3-4-3,2021-2022,5-4-1,4.571843251088534,12.69956458635704,8.055152394775037,6.386066763425253,60.087082728592165,19.81132075471698,9.724238026124818,29.172714078374458,15.239477503628446,30.478955007256893,35.92162554426706,8.635703918722786,24.842767295597486,14.767779390420898,27.703193033381716,21.104367330782427
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Zenit,Away,Malmö,Zenit,1,1,5-4-1,3-4-3,2021-2022,3-4-3,6.966618287373004,12.69956458635704,8.055152394775037,28.519593613933235,60.087082728592165,44.70246734397678,28.156748911465897,29.172714078374458,66.98113207547169,50.79825834542816,91.8722786647315,9.833091436865022,32.22060957910014,36.42960812772134,59.70609579100145,38.91014645731627
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Sevilla,Home,Sevilla,Wolfsburg,2,0,4-3-3,4-3-3,2021-2022,4-3-3,68.94049346879537,87.4455732946299,75.76197387518143,61.901306240928875,81.27721335268505,78.15674891146588,33.236574746008706,72.42380261248186,78.73730043541364,75.39912917271407,73.43976777939042,78.19303338171264,72.98016448959845,55.69666182873729,75,71.51998944451775
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Wolfsburg,Away,Sevilla,Wolfsburg,2,0,4-3-3,4-3-3,2021-2022,4-3-3,6.966618287373004,12.69956458635704,13.20754716981132,10.740203193033382,28.88243831640058,9.869375907111756,17.34397677793904,83.09143686502178,15.239477503628446,91.00145137880988,96.5166908563135,9.833091436865022,17.61006289308176,13.606676342525398,71.4622641509434,35.05079825834543
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Lille,Home,Lille,Red Bull Salzburg,1,0,4-4-2,4-1-2-1-2,2021-2022,4-4-2,24.891146589259797,12.69956458635704,8.055152394775037,16.618287373004353,60.087082728592165,22.85921625544267,43.83164005805516,98.62119013062409,66.98113207547169,41.07402031930334,91.8722786647315,18.79535558780842,28.25350749879052,33.345428156748916,74.63715529753266,44.32642828869244
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Red Bull Salzburg,Away,Lille,Red Bull Salzburg,1,0,4-4-2,4-1-2-1-2,2021-2022,4-1-2-1-2,16.182873730043543,25.907111756168362,1.0159651669085632,34.034833091436866,28.88243831640058,69.59361393323658,38.38896952104499,56.966618287373,97.38751814223512,75.39912917271407,64.51378809869375,21.04499274310595,21.31107885824867,53.99129172714079,73.56676342525398,46.20662356511413
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Young Boys,Home,Young Boys,Atalanta,3,3,4-3-3,3-4-1-2,2021-2022,4-3-3,24.891146589259797,87.4455732946299,19.3033381712627,55.22496371552975,93.03338171262699,49.34687953555878,61.46589259796807,56.966618287373,36.79245283018868,95.28301886792453,3.265602322206096,56.16835994194484,55.853894533139815,55.406386066763424,48.07692307692308,53.00171526586621
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Atalanta,Away,Young Boys,Atalanta,3,3,4-3-3,3-4-1-2,2021-2022,3-4-1-2,51.088534107402026,68.86792452830188,55.442670537010166,65.38461538461539,86.13933236574745,42.01741654571843,56.16835994194484,48.76632801161103,89.84034833091437,41.07402031930334,44.412191582002905,59.978229317851955,68.98887276245767,49.09288824383164,56.023222060957906,59.01834015041562
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Barcelona,Home,Barcelona,Benfica,0,0,3-4-3,3-4-3,2021-2022,3-4-3,61.82873730043541,41.146589259796805,70.89985486211901,71.55297532656023,28.88243831640058,87.37300435413643,98.47605224963716,97.02467343976778,89.84034833091437,30.478955007256893,28.156748911465897,51.48766328011611,57.11175616835994,92.9245283018868,61.37518142235123,64.15094339622641
UEFA Champions League,2021-11-23,UEFA Champions League (Group stage),Benfica,Away,Barcelona,Benfica,0,0,3-4-3,3-4-3,2021-2022,3-4-3,51.088534107402026,41.146589259796805,50.29027576197388,8.055152394775037,28.88243831640058,5.370101596516691,49.709724238026126,56.966618287373,89.84034833091437,87.30043541364296,55.29753265602322,46.11756168359942,29.075955491049832,27.53991291727141,72.35123367198838,47.63161366934952
UEFA Champions League,2021-11-24,UEFA Champions League (Group stage),Internazionale,Home,Internazionale,Shakhtar Donetsk,2,0,3-5-2,4-2-3-1,2021-2022,3-5-2,91.65457184325109,96.00870827285921,93.6865021770682,81.42235123367199,67.12626995645864,64.36865021770683,43.83164005805516,1.1611030478955007,59.50653120464441,81.56748911465893,12.191582002902758,93.83164005805514,80.74504112239961,54.10014513788099,38.6066763425254,62.956854466288426
UEFA Champions League,2021-11-24,UEFA Champions League (Group stage),Shakhtar Donetsk,Away,Internazionale,Shakhtar Donetsk,2,0,3-5-2,4-2-3-1,2021-2022,4-2-3-1,20.174165457184326,25.907111756168362,30.76923076923077,25.036284470246734,28.88243831640058,62.62699564586357,43.83164005805516,39.477503628447025,10.522496371552975,41.07402031930334,85.05079825834542,23.040638606676346,28.22931785195936,53.229317851959365,44.03120464441219,37.57751682279984
UEFA Champions League,2021-11-24,UEFA Champions League (Group stage),Liverpool,Home,Liverpool,Porto,2,0,4-3-3,4-4-2,2021-2022,4-3-3,20.174165457184326,68.86792452830188,24.74600870827286,46.516690856313495,81.27721335268505,47.09724238026125,78.95500725689405,97.02467343976778,73.22206095791002,13.715529753265601,64.51378809869375,44.52104499274311,50.84663763909047,63.02612481857765,62.11901306240929,56.01002770814092
UEFA Champions League,2021-11-24,UEFA Champions League (Group stage),Porto,Away,Liverpool,Porto,2,0,4-3-3,4-4-2,2021-2022,4-4-2,46.00870827285922,12.69956458635704,55.442670537010166,16.618287373004353,28.88243831640058,5.370101596516691,17.34397677793904,29.172714078374458,86.13933236574745,69.23076923076923,73.43976777939042,29.354136429608126,33.64779874213836,11.357039187227866,64.49564586357039,40.03166644676079
UEFA Champions League,2021-11-24,UEFA Champions League (Group stage),Sporting CP,Home,Sporting CP,Dortmund,3,1,3-4-3,4-2-3-1,2021-2022,3-4-3,46.00870827285922,68.86792452830188,37.953555878084174,25.036284470246734,67.12626995645864,30.333817126269956,56.16835994194484,29.172714078374458,78.73730043541364,96.22641509433963,55.29753265602322,57.43831640058055,43.372036768263186,43.251088534107396,64.85849056603774,53.7208074943924
UEFA Champions League,2021-11-24,UEFA Champions League (Group stage),Dortmund,Away,Sporting CP,Dortmund,3,1,3-4-3,4-2-3-1,2021-2022,4-2-3-1,77.06821480406386,54.862119013062404,88.24383164005806,59.43396226415094,35.99419448476052,81.78519593613933,86.5021770682148,97.02467343976778,59.50653120464441,75.39912917271407,85.05079825834542,65.96516690856313,61.223996129656506,84.14368650217708,79.24528301886792,72.80643884417469
UEFA Champions League,2021-11-24,UEFA Champions League (Group stage),Manchester City,Home,Manchester City,Paris Saint-Germain,2,1,4-3-3,4-3-3,2021-2022,4-3-3,82.22060957910014,68.86792452830188,89.91291727140784,81.42235123367199,81.27721335268505,94.55732946298984,83.81712626995646,39.477503628447025,10.522496371552975,30.478955007256893,7.329462989840348,75.54426705370102,84.20416061925496,89.18722786647315,21.95210449927431,60.89853542683731
